(AO)Percentage SLAs Met,Ageing,Average Resolution Effort - Incidents,Average Resolution Effort - Problems,Backlog Processing Efficiency - Incidents,Backlog Processing Efficiency - Problems,Delivered Defects,clusters_second_pass,warning_second_pass
100,0,8,0.5,1,1,0,0,
100,0,5.56,0.5,1,1,0,0,
91.67,11,25.83,14.33,0.94,1,1,0,
91.67,11,25.83,14.33,0.94,1,1,0,
100,0,9,16,1,1,0,0,
100,9,24.61,147,1.23,1,0,0,
100,5,8.27,147,1.06,1,0,0,
100,0,7.78,35,1.2,1,0,0,
100,0,0.57,0.93,1.52,0.05,0,0,
100,0,5.86,32.64,1.07,1.17,0,0,
100,0,12.46,12.76,0.92,0.93,0,0,
100,0,12.13,12.31,0.96,1.03,0,0,
100,0,12.17,12.44,0.89,0.82,0,0,
100,0,0,0,1,-0.09,0,0,
100,0,1,29.29,1,7,0,0,
100,0,0.88,16,1,1,0,0,
100,0,2.69,10,1.06,1,5,0,
100,0,0.06,0.04,1.43,7,0,0,
100,0,4.67,6,1,1,0,0,
100,0,10,10,1,1,0,0,
100,0,0,24.51,1,1,0.01,0,
100,0,3.47,150,1,1,1,0,
100,0,55.37,56.2,1,1,100,0,
100,0,5.61,11,0.99,1,0,0,
100,0,7.21,30,0.91,1,0,0,
100,0,4.02,12.83,1,1,0,0,
100,0,0.15,13.6,1.42,1.25,0,0,
100,79,1.71,1.71,1,1,0,7,"Looks like %SLAs met and Ageing are not in line, for 100% SLAs met, Ageing values should be 0"
87.5,319,6.04,51.89,1.14,1,0,4,"Ageing value is very high compared to normal data, even with higher %SLAs met and resolution efforts looking normal"
87.5,319,5.92,69.35,1.11,0.71,0,4,"Ageing value is very high compared to normal data, even with higher %SLAs met and resolution efforts looking normal"
100,1,6.81,7.59,1.27,1.89,0,0,
100,0,10,30,1,1,0,0,
233.33,5,1.43,1.38,-1.53,-0.68,2,5,"%SLAs met is more than 100%, please re-check"
100,0,10,10,0.67,1,0,0,
100,0,5.08,37.39,0.97,1,0,0,
100,0,8.22,39.18,1,1,0,0,
100,0,0,47.65,1.06,0.76,0,0,
100,0,8,10,0.63,1,0,0,
100,0,10,10,1,1,0,0,
100,0,10,10,0.63,1,0,0,
100,0,6,83.07,1.15,0.85,0,0,
100,0,4.19,38.59,1,1,0,0,
100,0,4.99,32.43,1,1,0,0,
100,0,1.55,77.06,0.83,1.07,0,0,
100,0,42.5,25,1,1,0,0,
100,0,4.52,1,1,1,0,0,
100,0,5.6,77.06,1.02,1.21,0,0,
100,0,16.67,25,1.15,1,0,0,
100,0,8.87,29.19,1.04,1.03,0,0,
100,0,9.69,42,1.07,1.06,0,0,
100,0,4.75,41.38,1.03,1.03,0,0,
100,0,4.19,1,1,1,0,0,
100,7,5.97,39.04,1.05,2.4,0,0,
100,6,5.45,39.71,1.05,1,0,0,
100,2,3.24,24.45,1.09,1,0,0,
100,0,6.22,1,1,1,0,0,
100,0,0.56,10.67,0.89,1,0,0,
60,6,0.67,0.74,-0.88,-1.13,6,9,Negative values entered
100,0,6.13,0.54,8,6.5,0,0,
100,0,7.35,0.54,6.67,6.5,0,0,
100,0,0.2,79.23,1.12,1.71,0,0,
100,0,0.64,109.25,1.01,0.91,0,0,
100,0,0.25,141.75,1.1,1.4,0,0,
100,2,5.34,40.11,1.04,1,0,0,
100,0,58.33,25,0.92,1,0,0,
100,2,3.48,17.55,1.03,1,0,0,
100,0,1.67,10.67,0.83,1,0,0,
100,0,1.67,10.67,0.83,1,0,0,
100,0,1.93,7,1,1,0,0,
100,0,2.21,7,0.95,1,0,0,
100,0,0.01,1,1.01,1,0,0,
100,0,0.01,1,0.94,1,0,0,
100,0,4,1,1,1,0,0,
100,0,4.19,1,1,1,0,0,
100,0,1.38,4,0.93,1,0,0,
100,0,5.9,0.62,21,6.5,0,0,
100,0,4.55,1.29,1.57,2.33,0,0,
100,0,0.56,41.81,1.03,6.67,0,0,
100,5,5.97,39.8,1.06,1,0,0,
100,5,5.26,38.14,1.04,1,0,0,
100,0,0.7,10.67,1.11,1,0,0,
79.59,78,0,0.79,77.56,-0.17,78,0,
100,0,4.4,1.14,2,2.33,0,0,
100,0,6.85,0.31,6.67,6.5,0,0,
100,0,0.22,46.48,1.03,0.48,0,0,
100,0,1.29,97.8,0.98,0.25,0,0,
100,0,0.88,110.93,1.01,25.86,0,0,
100,2,4.15,22.68,1.06,1,0,0,
100,2,4.35,21.33,1.1,1.2,0,0,
94.98,0,1.1,4,0.94,1,0,0,
100,0,4.2,1,1,1,0,0,
100,0,2.11,7,0.98,1,0,0,
100,0,1,1,0.99,1,0,0,
100,0,41.29,16.66,0.35,1.07,3,0,
100,0,4.43,1,1,1,0,0,
100,7,5.53,39.71,1.02,1,0,0,
100,7,5.56,37.54,1.08,2.44,0,0,
100,0,0.67,181,1.03,0.06,0,2,"ARE-P value is higher compared to normal data. BPE-I&P seem to be within range, Delivered Defects are on lower side. Could indicate that majority of effort is being spent in resolving problems. Backlog for problem tickets is on the lower side"
100,0,1.14,10.95,1,2.05,0,0,
100,0,0.3,78.25,0.77,0.33,1,0,
100,0,2.25,3,1,1,0,0,
100,0,0.01,1,1.06,1,0,0,
100,0,2.11,7,0.98,1,0,0,
100,0,2.11,7,0.98,1,0,0,
100,1,15.88,18.92,0.67,0.58,1,0,
100,0,1.13,10.67,1.14,1,0,0,
100,0,1.13,10.67,1.14,1,0,0,
100,0,2.3,13.85,1.05,1,0,0,
100,0,0.7,10.67,1.11,1,0,0,
96.43,0,0.32,115,1.03,0.2,0,0,
100,0,0.33,45.41,0.98,1.6,0,0,
96.43,0,0.45,75.5,1.04,0.12,0,0,
100,0,0.01,1,1.03,1,0,0,
100,0,41.29,16.66,0.35,1.07,3,0,
100,0,0.01,1,1.01,1,0,0,
100,0,0,0,0.61,1,0,0,
100,0,0.01,1,1,1,0,0,
100,0,0.01,1,0.95,1,0,0,
82.09,56,0.5,2.13,-2.3,-0.98,55,9,Negative values entered
100,0,0.3,93.75,1.02,0.1,0,0,
100,0,2.11,3,1,1,0,0,
100,0,4.21,45,1.36,1,0,0,
100,0,1.36,11.43,1.06,1,0,0,
100,10,1.25,4,0.96,1,0,0,
100,0,0,0,0.89,0.5,0,0,
79.07,36,12.13,40,0.92,1,115,0,
100,2,5.21,32.43,1.04,1,0,0,
100,2,3.99,6.25,0.99,1,0,0,
100,2,3.9,45.31,1.08,1,0,0,
100,0,1,1,0.99,1,0,0,
100,0,0,1,1.06,1,0,0,
100,0,0,0,0.88,1,0,0,
100,0,0,0,0.91,-1.5,0,0,
100,0,1.42,13.13,1.03,1,0,0,
100,11,0.95,10,1,2,0,0,
62.5,22,0.67,2.26,-3.09,0.85,37,0,
99.47,98,127.97,29.31,0.63,0.67,0,0,
100,0,1,1,1,1,0,0,
100,0,0.33,1,1,1,0,0,
100,0,0.33,1,1,1,0,0,
100,0,7.33,10,1.2,1,0,0,
100,0,1,1,1,1,0,0,
100,0,3.23,1,1,1,0,0,
100,0,1.92,1,1.02,1,0,0,
100,0,2.65,8,1,1,0,0,
100,0,1.76,1,0.98,1,0,0,
100,0,5.56,9,1,1,0,0,
85.71,9,0.61,1.3,-0.65,-0.77,9,9,Negative values entered
100,0,1,1,1,1,0,0,
1125,6,0.9,1.34,-1.35,-0.13,44,5,"%SLAs met is more than 100%, please re-check"
100,0,0.13,2.04,1,1,0,0,
100,0,0.26,0.51,1,1,0,0,
100,0,1,1,1.01,1,0,0,
100,0,0.01,1,1.06,1,0,0,
100,0,0,0,1.09,1,0,0,
25.26,4,0.66,0.65,-1.09,-1.12,92,9,Negative values entered
100,0,0.12,1,1,1,0,0,
100,0,0.34,1.27,1.01,2,0,0,
100,0,0.63,7.88,0.99,2,0,0,
100,0,0.12,1,1,1,0,0,
100,0,0.12,1,1,1,0,0,
100,0,1.85,56,1,1,6,0,
100,0,2.64,0.26,0.96,25.27,0,0,
100,0,1.9,1,1.02,1,0,0,
100,1,15.79,116.31,1.34,13,0,0,
75,1,16.61,216,1.17,-1.17,0,2,"ARE-P value is higher compared to normal data. BPE-I&P seem to be within range, Delivered Defects are on lower side. Could indicate that majority of effort is being spent in resolving problems. Backlog for problem tickets is on the lower side"
100,4,16.79,306.13,1.22,-8,0,2,"ARE-P value is higher compared to normal data. BPE-I&P seem to be within range, Delivered Defects are on lower side. Could indicate that majority of effort is being spent in resolving problems. Backlog for problem tickets is on the lower side"
100,0,0.12,1,1,1,0,0,
100,0,0.23,1.29,1.06,8.5,0,0,
133.33,7,2.33,1.62,-0.71,-0.19,3,5,"%SLAs met is more than 100%, please re-check"
100,0,2.51,289.33,1.28,1,0,2,"ARE-P value is higher compared to normal data. BPE-I&P seem to be within range, Delivered Defects are on lower side. Could indicate that majority of effort is being spent in resolving problems. Backlog for problem tickets is on the lower side"
80,4,0.66,0.65,-1.09,-1.12,12,9,Negative values entered
100,0,42.27,40.5,-0.5,-0.13,1,9,Negative values entered
133.33,7,2.33,1.62,-0.71,-0.19,3,5,"%SLAs met is more than 100%, please re-check"
100,0,1,1,1,1,0,0,
100,2,1,1,-1.12,-0.86,5,9,Negative values entered
66.67,5,0.32,0.66,559,-3.2,3,8,BPE-I values are very high compared to normal data (atleast 250 times higher). Other metrics seem to be within range. Could indicate that majority of effort is being spent in addressing backlog incidents
30,35,6.64,0.95,1.03,-0.11,20,0,
100,1,17.85,265.5,1.21,-1.25,0,2,"ARE-P value is higher compared to normal data. BPE-I&P seem to be within range, Delivered Defects are on lower side. Could indicate that majority of effort is being spent in resolving problems. Backlog for problem tickets is on the lower side"
100,5,2.74,23.9,1.09,0.63,0,0,
100,8,0.34,1.17,-1.98,-0.97,8,9,Negative values entered
50,1,1,1,0.83,-1,1,0,
100,3,5.35,0,0.95,1.11,0,0,
50,1,1,1,5,-1,1,0,
100,0,2.51,289.33,1.28,1,0,2,"ARE-P value is higher compared to normal data. BPE-I&P seem to be within range, Delivered Defects are on lower side. Could indicate that majority of effort is being spent in resolving problems. Backlog for problem tickets is on the lower side"
100,0,0.33,1,1,1,0,0,
100,0,1,1,1,1,0,0,
100,1,4.98,186,1.14,-1.5,0,2,"ARE-P value is higher compared to normal data. BPE-I&P seem to be within range, Delivered Defects are on lower side. Could indicate that majority of effort is being spent in resolving problems. Backlog for problem tickets is on the lower side"
100,0,0.12,1,1,1,0,0,
100,0,0,0,1,1,0,0,
100,0,5.17,5.17,1,1,0,0,
100,0,0.77,5.87,1.04,1.25,0,0,
100,0,4.41,22.65,1.03,1.05,0,0,
99.06,0,2.79,12.5,1.08,0.8,0,0,
100,7,0.56,0.75,-1.5,-1.6,8,9,Negative values entered
100,0,7.34,45,1.01,1,0,0,
100,0,6.24,24,1.02,1,0,0,
100,0,6.14,18.57,1,1.4,0,0,
100,0,7.83,0,1.35,1,7,0,
100,0,1.53,3.22,0.95,1,0,0,
100,0,3,4,1,1,2,0,
100,0,1.13,7.5,1,1,3,0,
100,2,3.79,27.4,1.13,5,0,0,
100,2,5.21,0,1.05,1.11,0,0,
100,0,0.12,1,1,1,0,0,
100,0,0.12,1,1,1,1,0,
100,0,1,1.11,1,1,0,0,
100,0,2.74,35,1.15,0.67,0,0,
50,1,1,1,0.83,-1,1,0,
4.62,4,0.85,1.05,-1.04,-1.18,2,9,Negative values entered
50,1,1,1,0.83,-1,1,0,
100,0,4.87,18.19,0.94,0.93,0,0,
100,0,4.68,26.94,0.96,0.94,0,0,
100,9,5.59,14.83,1,1,0,0,
100,0,3.08,6.19,0.94,1,0,0,
100,0,6.3,24,1.09,1,0,0,
82.12,31,65.8,572.4,1.32,2.67,27,2,"ARE-P value is higher compared to normal data. BPE-I&P seem to be within range, Delivered Defects are on lower side. Could indicate that majority of effort is being spent in resolving problems. Backlog for problem tickets is on the lower side"
100,0,3,6,1,1,2,0,
100,0,4.79,22.44,1.03,0.93,0,0,
100,0,6.19,25.85,1.05,1,0,0,
133.33,7,2.33,1.62,-0.71,-0.19,3,5,"%SLAs met is more than 100%, please re-check"
100,0,0.46,160,-0.26,1,0,0,
100,0,9.33,12,1.25,1.25,0,0,
100,0,1.07,3.35,1,1.01,0,0,
100,0,6.58,2.9,1.13,1,0,0,
100,0,4.84,3.84,1,1.03,0,0,
100,0,7.34,45,1.01,1,0,0,
100,0,1.31,1,1,-1,1,0,
100,0,31.85,8.5,-0.59,-0.5,1,9,Negative values entered
100,1,6.52,26.44,1.14,2.25,0,0,
100,6,10,20,1,1,0,0,
100,1,10.86,20,1,1,0,0,
100,0,9.93,4,1,1,0,0,
100,0,10,7.5,1,1,0,0,
100,0,7.34,45,1.01,1,0,0,
100,0,7.34,45,1.01,1,0,0,
100,0,7.34,45,1.01,1,0,0,
100,0,2.74,35,1.15,0.67,0,0,
100,0,4.83,20,0.93,0.97,0,0,
100,0,41.54,33.5,-0.43,-0.13,1,9,Negative values entered
100,0,52.33,4,-0.43,-1,1,9,Negative values entered
100,0,0,0,0.92,0.4,0,0,
100,0,0,0,0.86,0.5,0,0,
100,0,7.34,45,1.01,1,0,0,
100,0,6.13,24,0.93,1,0,0,
100,9,1,1,-0.38,-1,9,9,Negative values entered
100,0,1.79,9.21,0.97,0.82,0,0,
100,0,1.63,8.33,0.96,1,0,0,
100,0,1.52,31.36,0.92,1,0,0,
100,23,7.72,8,1.11,1,0,0,
100,0,1.75,8.33,0.95,0.92,0,0,
100,0,1.85,6.45,1,0.71,0,0,
100,5,3.98,0,1.12,1.11,0,0,
100,1,6.35,28.5,1.22,1.33,0,0,
100,7,4.57,13.5,1.31,0.63,0,0,
100,0,10,4,1,1,0,0,
100,0,3.87,6.85,1,1,0,0,
100,0,7.75,8.35,1,1,0,0,
100,0,29.75,15.87,0.73,0.81,0,0,
100,0,51.46,60.03,1,0.71,0,0,
100,0,10,10,1,1,0,0,
100,0,7.77,8,1.06,1,0,0,
100,0,1.07,6,1,1,2,0,
100,1,2,1,1,1,1,0,
100,3,5.52,0,1.19,1.11,0,0,
100,0,3,5,1,1,1,0,
100,1,3,1,1,1,1,0,
100,1,2,1,1,1,1,0,
100,0,1,1.11,1,1,0,0,
100,0,6.09,24,1.1,1,0,0,
100,1,2,2,1,1,1,0,
99.12,0,27.85,1,1,1,0,0,
97.95,3,36.23,5,1.03,1,0,0,
100,0,6.69,2.33,1,0.95,0,0,
100,0,6.17,23.92,1.14,1.09,0,0,
100,0,9,0,1.43,1,7,0,
100,0,0,0,0.88,0.75,0,0,
100,0,0,0,0.87,0.75,0,0,
98.47,4,6.61,21.5,1.03,1.43,677,3,Delivered Defects values entered look unusually higher than normal (atleast 100 times higher). Maybe inflow of incidents tickets has increased
100,0,100,7.5,1,1,2,0,
100,0,2.73,11.25,1.04,1,0,0,
99.43,0,2.76,11.75,1.09,1,0,0,
100,0,4.39,20.5,1.02,1,0,0,
100,1,3,1,1,1,1,0,
100,0,6.75,8,1.55,1,0,0,
100,0,8.05,72,1.06,5,0,0,
100,0,9.43,150,1.09,1,0,0,
100,0,1.19,2.67,1,0.82,0,0,
100,0,2.5,5,1,0.83,0,0,
100,0,8.69,8,0.9,0.6,0,0,
100,0,0,2,1,1,2,0,
100,0,9,12,1.36,1.67,0,0,
100,1,0.02,6,0.95,1,0,0,
100,1,0.02,6,0.91,1,5,0,
100,1,9.79,20,0.94,1,0,0,
100,0,6.21,16.4,1,1,0,0,
100,0,75,30,0.31,1,0,0,
100,0,75,30,0.31,1,0,0,
100,0,0,0,0.88,0.27,0,0,
100,0,0,0,0.89,0.67,0,0,
100,0,6,3,1,1.02,0,0,
98.98,0,2.86,12.5,1.02,0.8,0,0,
99.66,0,2.75,10.57,1.03,1,0,0,
100,1,9.67,8.33,0.75,0.75,0,0,
100,0,1.12,0,1.19,1,0,0,
100,1,1,1,-1,-1,1,9,Negative values entered
100,1,1,1,-1,-1,1,9,Negative values entered
100,0,2,9,1,1,1,0,
100,2,3.16,14,1.01,1,0,0,
100,0,0.69,200,4.22,1,0,2,"ARE-P value is higher compared to normal data. BPE-I&P seem to be within range, Delivered Defects are on lower side. Could indicate that majority of effort is being spent in resolving problems. Backlog for problem tickets is on the lower side"
100,0,0,0,0.89,0.63,0,0,
100,30,4.06,5.33,1.52,1.25,42,0,
100,47,3.81,62.22,1.16,1.29,9,7,"Looks like %SLAs met and Ageing are not in line, for 100% SLAs met, Ageing values should be 0"
100,0,33.33,30,1,1,0,0,
100,0,75,30,0.31,1,0,0,
100,0,0,0,0.97,0.56,0,0,
100,0,0,0,0.92,0.41,0,0,
100,0,0,0,0.86,0.54,0,0,
4.9,2,0.61,0.9,-1.43,-1.29,6,9,Negative values entered
100,0,1.67,0.6,1,1,0,0,
100,0,3,5,1,1,1,0,
100,0,7.34,45,1.01,1,0,0,
100,0,7.34,45,1.01,1,1,0,
100,0,7.34,45,1.01,1,0,0,
100,0,6.16,22.33,1.03,1.2,0,0,
100,0,7.83,0,1.35,1,7,0,
100,0,39.86,11.63,0.56,1.33,0,0,
100,0,5.71,1,1,1,7,0,
100,0,1.74,2.03,1,1,0,0,
100,0,5.71,1,1,1,100,0,
100,1,2,2,1,1,1,0,
100,0,1,1.11,1,1,0,0,
100,0,3,8,1,1,1,0,
100,0,3,6,1,1,2,0,
100,0,2.41,2.41,1.29,1.29,0,0,
100,0,1.46,1.46,1.02,1.01,0,0,
100,0,3.62,3.62,1.04,1.03,0,0,
100,0,4.39,4.39,0.92,0.92,0,0,
100,0,1.1,1.1,1,1,0,0,
100,0,0,0,0.78,0.5,0,0,
100,0,5.71,1,1,1,7,0,
99.12,3,27.77,4.5,1.01,1,0,0,
100,0,2.03,1.09,1,1,1,0,
100,0,2.03,1.09,1,1,1,0,
100,0,24.17,8.8,0.82,1,0,0,
100,1,2,1,1,1,1,0,
100,1,2,2,1,1,1,0,
100,0,4.64,5.75,1,1,0,0,
100,0,12.89,15.46,1.8,1.4,0,0,
97.67,0,18.84,1,1.06,1,0,0,
97.67,0,13.88,1,1.05,1,0,0,
100,0,4.22,1,0.9,1,0,0,
100,0,26.22,14.1,0.9,1,0,0,
96.03,4,9.82,46.16,1.24,1.4,634,3,Delivered Defects values entered look unusually higher than normal (atleast 100 times higher). Maybe inflow of incidents tickets has increased
97.92,0,13.91,33.58,0.87,1.07,648,3,Delivered Defects values entered look unusually higher than normal (atleast 100 times higher). Maybe inflow of incidents tickets has increased
100,0,1.66,0,1.41,1,0,0,
100,0,8.33,10,6,1,0,0,
100,0,7.5,11.2,1.33,1,0,0,
100,0,2.94,2.23,1,1,0,0,
100,0,5.71,1,1,1,100,0,
100,0,1.74,2.03,1,1,34,0,
100,0,1.74,2.03,1,1,0,0,
100,0,10.22,4,1,1,0,0,
100,0,10.04,4,1,1,0,0,
100,0,34,16.33,1.17,1.1,0,0,
100,0,2.34,42,1,0.33,0,0,
100,0,25.26,40,1.06,3,0,0,
100,3,0.01,8,1.03,1,0,0,
100,3,0.01,8,0.97,1,0,0,
100,0,13.64,45,1.38,1,0,0,
99.12,3,35.81,1,1.02,1,0,0,
100,0,15,30,1,1,0,0,
100,0,12.5,33,1,1,0,0,
100,0,4.4,1,0.91,1,0,0,
100,0,71.13,28.93,0.67,0.88,0,0,
100,20,4.79,112,1.07,5,5,0,
100,0,2.18,0,1.03,1,0,0,
100,0,0.01,1,0.97,1,0,0,
50,41,6.27,41.25,0.91,-1.6,0,0,
100,0,75,30,0.31,1,0,0,
97.67,0,9.9,1,1.08,1,0,0,
100,0,49.4,21.33,1.67,1.04,0,0,
100,5,9.64,7.3,0.92,2.22,0,0,
100,0,2.5,8,1.2,1,0,0,
100,0,0,4,0.99,1,2,0,
100,0,19.43,6.25,0.92,0.8,0,0,
100,0,5.71,1,1,1,7,0,
100,0,5.71,1,1,1,7,0,
100,0,3.81,23.38,1,4,0,0,
100,0,2.17,22,1,1,0,0,
100,0,0,0,1,1,0,0,
100,0,0.01,1,0.99,1,0,0,
100,0,0.01,1,0.99,1,0,0,
100,0,1.5,2,1.11,2.5,0,0,
100,0,0,4,0.99,1,2,0,
100,0,0,2,1,1,2,0,
100,0,68,21.13,0.57,0.88,0,0,
100,0,28.38,15.56,1.14,0.97,0,0,
100,0,10,10,1,1,0,0,
100,0,10,10,1,1,0,0,
100,0,10,10,1,1,0,0,
100,0,10,10,1,1,0,0,
100,0,0,0,0.84,0.56,0,0,
100,0,0,0,0.89,0.63,0,0,
100,10,5.29,16,1.08,-3,1,0,
100,45,4.17,74.5,1,-0.67,0,7,"Looks like %SLAs met and Ageing are not in line, for 100% SLAs met, Ageing values should be 0"
93.33,35,5,240,1.38,-2,0,2,"ARE-P value is higher compared to normal data. BPE-I&P seem to be within range, Delivered Defects are on lower side. Could indicate that majority of effort is being spent in resolving problems. Backlog for problem tickets is on the lower side"
99.12,3,23.32,1,0.96,1,0,0,
99.12,3,30.87,1,1.06,1,0,0,
100,13,7.53,30,1.18,2,2,0,
100,0,6.56,36,1.19,-1,0,0,
100,4,4.43,20,1.08,1,0,0,
100,0,0,0,0.89,1,0,0,
100,0,0,0,1.12,2,0,0,
100,0,7.2,10,1,1,0,0,
100,0,16.59,3.57,0.84,0.78,0,0,
100,0,25.31,23.33,0.7,0.6,0,0,
100,0,12.77,21.5,0.9,0.8,0,0,
100,14,3.07,400,1.07,1,1,2,"ARE-P value is higher compared to normal data. BPE-I&P seem to be within range, Delivered Defects are on lower side. Could indicate that majority of effort is being spent in resolving problems. Backlog for problem tickets is on the lower side"
100,45,7.96,416,0.91,-1,0,2,"ARE-P value is higher compared to normal data. BPE-I&P seem to be within range, Delivered Defects are on lower side. Could indicate that majority of effort is being spent in resolving problems. Backlog for problem tickets is on the lower side"
93.4,32,4.31,93.33,1.12,-1.2,0,0,
0,49,5.61,53.33,0.9,-1.71,0,0,
100,0,0.01,1,0.96,1,0,0,
100,1,0,10,0.99,1,0,0,
100,1,0,10,1,1,0,0,
100,2,0,4,0.99,1,0,0,
100,0,1.46,1.46,1.02,1.01,0,0,
100,10,8.01,50.91,1.09,2.2,11,0,
100,6,4.79,112,1.04,2.5,5,0,
100,0,0.01,1,1.02,1,0,0,
100,0,2.18,499,0.96,0.33,0,2,"ARE-P value is higher compared to normal data. BPE-I&P seem to be within range, Delivered Defects are on lower side. Could indicate that majority of effort is being spent in resolving problems. Backlog for problem tickets is on the lower side"
95.7,20,20.11,8.72,0.91,0.94,0,0,
100,0,10.39,10.39,1,1,0,0,
100,0,10.85,10.85,1,1,0,0,
100,0,8.57,0,1,1,0,0,
100,0,0,4,1,1,2,0,
100,0,1.74,2.03,1,1,0,0,
100,0,9.29,9.29,1,1,0,0,
100,0,6.42,6.22,1,1,0,0,
100,9,2.47,400,1.01,1,1,2,"ARE-P value is higher compared to normal data. BPE-I&P seem to be within range, Delivered Defects are on lower side. Could indicate that majority of effort is being spent in resolving problems. Backlog for problem tickets is on the lower side"
100,0,5.6,560,1,1,1,2,"ARE-P value is higher compared to normal data. BPE-I&P seem to be within range, Delivered Defects are on lower side. Could indicate that majority of effort is being spent in resolving problems. Backlog for problem tickets is on the lower side"
100,0,0.01,1,1.03,1,0,0,
100,0,2.34,10,1,2,0,0,
100,0,2.6,29,1,1,0,0,
100,0,2.41,2.41,1.29,1.29,0,0,
100,0,9.67,1,-3,1,0,0,
100,0,30.13,18.13,1.6,1.15,0,0,
100,0,18.7,8.58,1.2,1.2,0,0,
100,0,10.2,13.97,1.7,1,0,0,
100,0,20.35,19.31,1.44,1.14,0,0,
100,0,2.05,2.05,1.01,1.01,0,0,
100,0,1,1,1,1,0,0,
50,33,5.15,47.4,1.03,-1.67,1,0,
0,32,5.58,80.06,1.06,-0.89,2,0,
100,8,10.98,69.88,1.21,1.6,8,0,
100,0,75,100,1.33,1,0,0,
100,0,75,100,1.33,1,0,0,
100,0,75,100,1.33,1,0,0,
100,1,8.6,18.39,0.93,0.9,1,0,
100,0,3.23,3.23,1.03,1.03,0,0,
100,0,3.29,3.29,1.04,1.04,0,0,
100,0,4.2,4.2,0.96,0.96,0,0,
100,0,8.79,1,0.71,1,2,0,
100,0,10,1,0.47,1,2,0,
100,0,25.65,311,0.88,1,0,2,"ARE-P value is higher compared to normal data. BPE-I&P seem to be within range, Delivered Defects are on lower side. Could indicate that majority of effort is being spent in resolving problems. Backlog for problem tickets is on the lower side"
100,0,2.03,1.09,1,1,1,0,
100,0,1.95,1,1,1,1,0,
100,0,7.94,1,0.56,1,2.01,0,
100,0,10,10,1,1,0,0,
100,0,10,10,1,1,0,0,
100,0,27.37,21.5,0.73,0.57,0,0,
100,2,0,4,0.99,1,0,0,
100,0,2,1.5,1,1,0,0,
100,0,4.48,19.37,1.11,1.73,0,0,
100,0,113.5,39,1,1,0,0,
100,0,3.39,1,1.48,-1,0,0,
100,0,12.69,25.83,0.89,0.92,0,0,
100,0,4.4,30.29,0.92,1,0,0,
100,0,6.75,12.6,0.91,0.91,0,0,
100,0,32.67,19.2,1.07,0.71,0,0,
100,0,86,40,8,1,0,0,
100,0,18,16,1.15,-0.67,0,0,
100,0,23.06,107.15,1.13,1.63,16,0,
100,0,0.86,8,0.34,0.11,0,0,
97.67,0,7.74,1,1.04,1,0,0,
100,0,12.31,30,1,1,0,0,
100,0,2.5,5,1,0.83,0,0,
100,0,2.5,5,1,0.83,0,0,
100,0,1,1,1,1,0,0,
100,0,1,1,1,1,0,0,
100,0,1,1,1,1,0,0,
100,0,4.84,29.65,1.22,5.67,0,0,
100,1,0,4,1,1,0,0,
100,0,2.15,10,1,1,0,0,
95.71,9,18.02,12.98,1,0.94,0,0,
100,0,6,4,1,1,0,0,
100,0,5.58,18,1.01,1.83,0,0,
100,0,1.2,1.2,1,1,0,0,
100,0,2.03,1.09,1,1,1,0,
100,0,2.03,1.09,1,1,1,0,
100,0,25.56,12.5,0.84,0.8,0,0,
100,0,70,28.67,0.7,0.6,0,0,
100,0,3.33,3.33,1,1,0,0,
100,0,14.46,36,0.99,-0.33,0,0,
100,0,11.29,41.43,1,1.4,0,0,
105.56,9,4.08,29,1.04,0.5,0,5,"%SLAs met is more than 100%, please re-check"
100,2,4.49,46,0.99,1,0,0,
100,69,40,8,0.53,1.27,102,7,"Looks like %SLAs met and Ageing are not in line, for 100% SLAs met, Ageing values should be 0"
100,7,1.32,80,0.97,1,7,0,
99.25,1,5.76,5.78,0.97,0.97,1,0,
100,13,7.18,140,1.01,1.33,4,0,
100,20,4.78,186.67,1.09,1,3,2,"ARE-P value is higher compared to normal data. BPE-I&P seem to be within range, Delivered Defects are on lower side. Could indicate that majority of effort is being spent in resolving problems. Backlog for problem tickets is on the lower side"
100,1,8.13,9.78,1,1,1,0,
90,0,6.3,1.78,0.99,1.67,0,0,
100,0,0.62,0.5,1.07,0.94,0,0,
100,0,4.55,88,1.17,0.6,0,0,
100,0,3.57,16.73,1,1.1,0,0,
100,0,0,0,0.69,1.14,0,0,
100,0,0,0,0.86,0.53,0,0,
100,0,75,100,1.33,1,0,0,
100,0,75,100,1.33,1,0,0,
100,0,75,100,1.33,1,0,0,
100,0,21.61,210,1,-0.04,0,2,"ARE-P value is higher compared to normal data. BPE-I&P seem to be within range, Delivered Defects are on lower side. Could indicate that majority of effort is being spent in resolving problems. Backlog for problem tickets is on the lower side"
95.65,45,5.55,17.75,1.03,0.83,0,0,
100,0,0,0,1.02,2.29,0,0,
100,0,0,5.48,1.07,0.18,0,0,
100,0,2.07,118,1,1,0,0,
100,0,1.61,19.88,1,1,0,0,
90,0,6.71,1.78,1.21,1.67,0,0,
100,0,4.28,190,1.05,0.44,0,2,"ARE-P value is higher compared to normal data. BPE-I&P seem to be within range, Delivered Defects are on lower side. Could indicate that majority of effort is being spent in resolving problems. Backlog for problem tickets is on the lower side"
100,0,3.57,15.27,1,1.1,0,0,
100,0,18.75,22,0.68,0.67,0,0,
100,0,20,12.5,0.26,0.47,0,0,
